<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.14	15:00:00	1998.465	2000.785	1993.554	1995.625	10937	0	200
2023.04.14	16:00:00	1995.623	1999.619	1992.364	1999.520	6472	0	200
2023.04.14	17:00:00	1999.532	2004.101	1998.559	2003.861	6228	0	200
2023.04.14	18:00:00	2003.892	2006.810	2003.333	2006.307	3857	0	200
2023.04.14	19:00:00	2006.338	2007.954	2004.944	2005.279	4350	0	200
2023.04.14	20:00:00	2005.264	2005.615	2003.836	2004.252	2018	0	200
2023.04.16	22:00:00	2001.207	2005.006	1999.651	2001.169	2757	0	200
2023.04.16	23:00:00	2001.189	2004.897	2001.189	2002.848	2359	0	200
2023.04.17	00:00:00	2002.866	2004.642	2001.448	2002.093	3430	0	200
2023.04.17	01:00:00	2002.123	2004.948	1995.151	2003.180	6915	0	200
2023.04.17	02:00:00	2003.149	2006.273	2003.118	2004.041	4337	0	200
2023.04.17	03:00:00	2004.014	2005.122	2003.980	2004.506	2823	0	200
2023.04.17	04:00:00	2004.479	2006.005	2003.709	2004.344	2965	0	200
2023.04.17	05:00:00	2004.341	2012.823	2003.728	2011.330	5147	0	200
2023.04.17	06:00:00	2011.293	2013.473	2010.525	2011.370	5362	0	200
2023.04.17	07:00:00	2011.358	2014.998	2010.084	2010.782	5112	0	200
2023.04.17	08:00:00	2010.740	2012.673	2008.269	2009.863	4737	0	200
2023.04.17	09:00:00	2009.860	2012.033	2009.720	2010.363	3749	0	200
2023.04.17	10:00:00	2010.369	2011.045	2006.954	2007.578	3744	0	200
2023.04.17	11:00:00	2007.545	2010.133	2004.870	2009.074	4068	0	200
2023.04.17	12:00:00	2009.104	2010.572	1998.899	2000.539	8752	0	200
2023.04.17	13:00:00	2000.508	2002.154	1991.881	1995.825	9926	0	200
2023.04.17	14:00:00	1995.857	1996.979	1980.899	1985.222	11713	0	200
2023.04.17	15:00:00	1985.208	1992.025	1985.137	1989.921	6772	0	200
2023.04.17	16:00:00	1989.923	1992.084	1987.244	1991.478	5110	0	200
2023.04.17	17:00:00	1991.490	1995.857	1991.299	1995.230	4406	0	200
2023.04.17	18:00:00	1995.228	1997.078	1994.048	1995.514	3373	0	200
2023.04.17	19:00:00	1995.538	1996.643	1994.545	1996.233	3101	0	200
2023.04.17	20:00:00	1996.266	1996.435	1994.460	1994.914	1556	0	200
2023.04.17	22:00:00	1995.025	1995.025	1993.961	1994.570	954	0	200
2023.04.17	23:00:00	1994.589	1995.291	1993.797	1993.906	1405	0	200
2023.04.18	00:00:00	1993.915	1996.076	1993.306	1995.137	2576	0	200
2023.04.18	01:00:00	1995.129	1999.322	1994.455	1997.606	4169	0	200
2023.04.18	02:00:00	1997.625	2000.834	1996.119	2000.372	3830	0	200
2023.04.18	03:00:00	2000.340	2001.750	1999.386	2000.210	3745	0	200
2023.04.18	04:00:00	2000.247	2000.421	1998.244	1998.375	2128	0	200
2023.04.18	05:00:00	1998.365	2001.747	1996.327	2000.537	3484	0	200
2023.04.18	06:00:00	2000.549	2001.102	1998.044	1999.736	3852	0	200
2023.04.18	07:00:00	1999.767	2004.072	1998.526	2002.280	4767	0	200
2023.04.18	08:00:00	2002.284	2005.114	2001.866	2003.163	4111	0	200
2023.04.18	09:00:00	2003.159	2004.071	1999.046	2001.160	4009	0	200
2023.04.18	10:00:00	2001.138	2004.740	1999.649	2003.442	3439	0	200
2023.04.18	11:00:00	2003.476	2004.921	2002.945	2003.851	3726	0	200
2023.04.18	12:00:00	2003.882	2005.779	2000.736	2001.211	5383	0	200
2023.04.18	13:00:00	2001.241	2001.627	1991.048	1999.059	10317	0	200
2023.04.18	14:00:00	1999.090	2010.481	1998.973	2009.164	11448	0	200
2023.04.18	15:00:00	2009.134	2011.823	2007.086	2008.391	6387	0	200
2023.04.18	16:00:00	2008.421	2008.496	2005.089	2007.111	4762	0	200
2023.04.18	17:00:00	2007.138	2008.210	2003.864	2003.996	4006	0	200
2023.04.18	18:00:00	2004.029	2005.556	2003.349	2005.254	3302	0	200
2023.04.18	19:00:00	2005.284	2006.127	2003.765	2004.032	3260	0	200
2023.04.18	20:00:00	2004.063	2005.415	2004.063	2004.974	1376	0	200
2023.04.18	22:00:00	2005.033	2005.896	2004.534	2005.450	1246	0	200
2023.04.18	23:00:00	2005.454	2006.236	2004.762	2005.718	1717	0	200
2023.04.19	00:00:00	2005.719	2007.415	2004.780	2007.327	2921	0	200
2023.04.19	01:00:00	2007.307	2008.077	2002.633	2003.392	4376	0	200
2023.04.19	02:00:00	2003.422	2006.850	2001.838	2004.152	3783	0	200
2023.04.19	03:00:00	2004.135	2004.732	2002.105	2003.359	2910	0	200
2023.04.19	04:00:00	2003.393	2004.405	2002.549	2003.871	2389	0	200
2023.04.19	05:00:00	2003.890	2004.241	1999.433	2000.401	3419	0	200
2023.04.19	06:00:00	2000.436	2001.251	1986.754	1991.011	8061	0	200
2023.04.19	07:00:00	1991.045	1995.447	1990.289	1991.288	5643	0	200
2023.04.19	08:00:00	1991.320	1991.350	1976.582	1979.969	7369	0	200
2023.04.19	09:00:00	1979.971	1980.491	1972.546	1974.028	6048	0	200
2023.04.19	10:00:00	1974.024	1976.343	1971.178	1972.940	5621	0	200
2023.04.19	11:00:00	1972.970	1973.161	1969.176	1970.545	5453	0	200
2023.04.19	12:00:00	1970.551	1980.440	1969.629	1980.252	8274	0	200
2023.04.19	13:00:00	1980.285	1992.851	1979.298	1990.603	11413	0	200
2023.04.19	14:00:00	1990.637	1995.928	1990.357	1992.757	8602	0	200
2023.04.19	15:00:00	1992.780	1995.767	1988.827	1990.705	5506	0	200
2023.04.19	16:00:00	1990.743	1996.440	1990.300	1995.964	4552	0	200
2023.04.19	17:00:00	1995.977	1996.475	1993.651	1993.909	4303	0	200
2023.04.19	18:00:00	1993.912	1996.656	1993.629	1996.313	4021	0	200
2023.04.19	19:00:00	1996.282	1996.797	1993.738	1994.418	3173	0	200
2023.04.19	20:00:00	1994.384	1995.345	1993.874	1994.641	1805	0	200
2023.04.19	22:00:00	1994.577	1995.661	1994.058	1994.469	1502	0	200
2023.04.19	23:00:00	1994.443	1994.670	1993.112	1993.616	2312	0	200
2023.04.20	00:00:00	1993.651	1996.644	1993.467	1995.607	3801	0	200
2023.04.20	01:00:00	1995.585	1998.445	1992.161	1995.677	4978	0	200
2023.04.20	02:00:00	1995.684	1996.834	1991.431	1991.731	4222	0	200
2023.04.20	03:00:00	1991.740	1993.138	1990.476	1992.724	2919	0	200
2023.04.20	04:00:00	1992.715	1994.282	1992.008	1992.698	2655	0	200
2023.04.20	05:00:00	1992.672	1995.219	1991.383	1994.234	3354	0	200
2023.04.20	06:00:00	1994.271	2000.955	1994.271	1999.110	5643	0	200
2023.04.20	07:00:00	1999.140	1999.892	1995.449	1997.129	4784	0	200
2023.04.20	08:00:00	1997.140	1999.028	1994.478	1996.652	4775	0	200
2023.04.20	09:00:00	1996.630	2000.125	1992.339	1999.517	4772	0	200
2023.04.20	10:00:00	1999.547	2004.723	1999.524	2003.544	4516	0	200
2023.04.20	11:00:00	2003.513	2004.572	2000.959	2001.044	3858	0	200
2023.04.20	12:00:00	2001.077	2011.310	1997.404	2006.750	11138	0	200
2023.04.20	13:00:00	2006.719	2007.284	2002.966	2003.719	8796	0	200
2023.04.20	14:00:00	2003.602	2012.347	2000.986	2003.571	9231	0	200
2023.04.20	15:00:00	2003.576	2004.162	1999.008	2002.549	7227	0	200
2023.04.20	16:00:00	2002.580	2006.955	2002.283	2005.795	5007	0	200
2023.04.20	17:00:00	2005.829	2008.319	2005.470	2006.646	4085	0	200
2023.04.20	18:00:00	2006.683	2006.837	2004.213	2005.785	3401	0	200
2023.04.20	19:00:00	2005.817	2005.913	2002.153	2003.083	4199	0	200
2023.04.20	20:00:00	2003.114	2005.737	2003.061	2004.501	1870	0	200
2023.04.20	22:00:00	2004.236	2004.958	2002.322	2004.672	1827	0	200
2023.04.20	23:00:00	2004.674	2005.496	2001.787	2005.313	2785	0	200
2023.04.21	00:00:00	2005.287	2005.508	2001.771	2004.555	3554	0	200
2023.04.21	01:00:00	2004.568	2005.166	2000.506	2002.014	4565	0	200
2023.04.21	02:00:00	2002.025	2003.971	2001.462	2002.998	3181	0	200
2023.04.21	03:00:00	2002.965	2003.227	2001.107	2002.059	2999	0	200
2023.04.21	04:00:00	2002.091	2002.269	2000.313	2000.530	2403	0	200
2023.04.21	05:00:00	2000.562	2001.011	1993.905	1994.939	3834	0	200
2023.04.21	06:00:00	1994.970	1998.010	1981.862	1986.277	8333	0	200
2023.04.21	07:00:00	1986.308	1987.548	1982.880	1986.720	6129	0	200
2023.04.21	08:00:00	1986.717	1989.531	1984.048	1988.262	5747	0	200
2023.04.21	09:00:00	1988.266	1990.280	1984.786	1986.107	4402	0	200
2023.04.21	10:00:00	1986.097	1992.429	1986.026	1988.043	4758	0	200
2023.04.21	11:00:00	1988.064	1988.407	1984.539	1987.949	4617	0	200
2023.04.21	12:00:00	1987.945	1991.023	1982.062	1988.930	7761	0	200
2023.04.21	13:00:00	1988.970	1997.939	1972.460	1973.769	15049	0	200
2023.04.21	14:00:00	1973.739	1987.435	1971.584	1978.872	16106	0	200
2023.04.21	15:00:00	1978.842	1979.715	1974.372	1975.808	7075	0	200
2023.04.21	16:00:00	1975.845	1978.496	1973.987	1977.435	5233	0	200
2023.04.21	17:00:00	1977.405	1980.669	1977.362	1980.563	3991	0	200
2023.04.21	18:00:00	1980.594	1982.458	1978.876	1979.106	3314	0	200
2023.04.21	19:00:00	1979.076	1982.964	1978.616	1982.637	3158	0	200
2023.04.21	20:00:00	1982.670	1983.577	1981.730	1982.886	2059	0	200
2023.04.23	22:00:00	1982.082	1983.974	1981.789	1983.974	1601	0	200
2023.04.23	23:00:00	1983.989	1985.343	1983.864	1984.620	1954	0	200
2023.04.24	00:00:00	1984.618	1984.618	1981.342	1983.815	3336	0	200
2023.04.24	01:00:00	1983.819	1984.585	1978.917	1979.446	5020	0	200
2023.04.24	02:00:00	1979.415	1983.257	1978.505	1980.260	4667	0	200
2023.04.24	03:00:00	1980.230	1981.433	1980.016	1980.787	3057	0	200
2023.04.24	04:00:00	1980.756	1981.194	1978.051	1979.546	2810	0	200
2023.04.24	05:00:00	1979.580	1979.785	1976.355	1978.555	4123	0	200
2023.04.24	06:00:00	1978.524	1981.583	1977.666	1978.973	5294	0	200
2023.04.24	07:00:00	1978.943	1983.123	1978.121	1982.662	5289	0	200
2023.04.24	08:00:00	1982.664	1985.196	1980.810	1985.048	4071	0	200
2023.04.24	09:00:00	1985.015	1986.882	1982.937	1983.073	4300	0	200
2023.04.24	10:00:00	1983.061	1985.374	1983.004	1983.625	3935	0	200
2023.04.24	11:00:00	1983.623	1985.303	1982.629	1983.039	3560	0	200
2023.04.24	12:00:00	1983.035	1984.513	1980.991	1983.788	6087	0	200
2023.04.24	13:00:00	1983.819	1984.968	1974.028	1977.880	9044	0	200
2023.04.24	14:00:00	1977.858	1987.176	1976.469	1982.430	8350	0	200
2023.04.24	15:00:00	1982.460	1985.422	1981.402	1984.768	5869	0	200
2023.04.24	16:00:00	1984.764	1987.684	1984.609	1986.614	4242	0	200
2023.04.24	17:00:00	1986.583	1990.819	1986.583	1989.508	4461	0	200
2023.04.24	18:00:00	1989.505	1990.304	1987.906	1989.742	3376	0	200
2023.04.24	19:00:00	1989.711	1989.823	1987.474	1988.711	3247	0	200
2023.04.24	20:00:00	1988.680	1989.437	1988.266	1989.085	1494	0	200
2023.04.24	22:00:00	1989.021	1993.470	1988.804	1992.609	2041	0	200
2023.04.24	23:00:00	1992.610	1996.420	1991.643	1995.016	2445	0	200
2023.04.25	00:00:00	1995.015	2000.795	1993.213	1996.848	3745	0	200
2023.04.25	01:00:00	1996.846	2000.589	1995.229	1997.151	6113	0	200
2023.04.25	02:00:00	1997.117	1998.275	1994.164	1994.755	4122	0	200
2023.04.25	03:00:00	1994.723	1996.476	1992.764	1992.766	3789	0	200
2023.04.25	04:00:00	1992.772	1993.804	1990.910	1991.059	2904	0	200
2023.04.25	05:00:00	1991.061	1995.702	1990.814	1995.487	3943	0	200
2023.04.25	06:00:00	1995.481	1996.888	1992.917	1994.264	4856	0	200
2023.04.25	07:00:00	1994.234	1997.200	1987.303	1990.198	6576	0	200
2023.04.25	08:00:00	1990.210	1991.029	1986.917	1988.486	4908	0	200
2023.04.25	09:00:00	1988.501	1990.869	1986.965	1988.092	4809	0	200
2023.04.25	10:00:00	1988.082	1988.432	1981.766	1982.137	5076	0	200
2023.04.25	11:00:00	1982.151	1982.793	1976.688	1977.545	6931	0	200
2023.04.25	12:00:00	1977.576	1994.512	1976.067	1992.961	10075	0	200
2023.04.25	13:00:00	1992.931	1993.661	1984.078	1985.066	10594	0	200
2023.04.25	14:00:00	1985.129	1989.203	1983.291	1985.825	9749	0	200
2023.04.25	15:00:00	1985.820	1990.671	1985.468	1989.930	5835	0	200
2023.04.25	16:00:00	1989.965	1991.717	1988.237	1990.563	5275	0	200
2023.04.25	17:00:00	1990.595	1999.625	1989.889	1998.995	8096	0	200
2023.04.25	18:00:00	1999.025	2003.830	1994.322	1995.732	7222	0	200
2023.04.25	19:00:00	1995.698	1999.357	1994.706	1999.144	4262	0	200
2023.04.25	20:00:00	1999.111	1999.112	1995.811	1996.962	2161	0	200
2023.04.25	22:00:00	1996.169	1998.270	1996.026	1997.620	1571	0	200
2023.04.25	23:00:00	1997.617	2001.656	1997.617	2000.172	3116	0	200
2023.04.26	00:00:00	2000.178	2002.415	1997.332	1997.750	6305	0	200
2023.04.26	01:00:00	1997.717	1999.537	1995.694	1998.983	6331	0	200
2023.04.26	02:00:00	1998.993	2000.615	1996.619	1998.529	4467	0	200
2023.04.26	03:00:00	1998.534	1998.534	1993.117	1994.025	3747	0	200
2023.04.26	04:00:00	1994.058	1996.161	1994.058	1995.503	2348	0	200
2023.04.26	05:00:00	1995.505	1997.995	1995.229	1996.151	3602	0	200
2023.04.26	06:00:00	1996.182	1998.995	1994.373	1998.287	4408	0	200
2023.04.26	07:00:00	1998.265	1999.262	1995.151	1997.888	5483	0	200
2023.04.26	08:00:00	1997.898	1998.233	1995.306	1997.648	4502	0	200
2023.04.26	09:00:00	1997.616	2000.135	1997.025	1998.785	4081	0	200
2023.04.26	10:00:00	1998.777	2000.417	1998.646	1999.281	3494	0	200
2023.04.26	11:00:00	1999.269	2001.707	1991.199	1995.747	7256	0	200
2023.04.26	12:00:00	1995.716	2000.165	1993.884	1997.932	8671	0	200
2023.04.26	13:00:00	1997.896	2009.322	1997.531	2003.089	14256	0	200
2023.04.26	14:00:00	2003.059	2004.048	1997.491	1998.482	10638	0	200
2023.04.26	15:00:00	1998.513	1999.513	1991.415	1991.446	7564	0	200
2023.04.26	16:00:00	1991.469	1992.427	1985.468	1986.583	8181	0	200
2023.04.26	17:00:00	1986.551	1988.628	1983.348	1988.298	5386	0	200
2023.04.26	18:00:00	1988.285	1990.933	1984.497	1990.277	5406	0	200
2023.04.26	19:00:00	1990.310	1991.579	1986.999	1987.979	4907	0	200
2023.04.26	20:00:00	1987.947	1989.677	1987.178	1989.129	2305	0	200
2023.04.26	22:00:00	1989.763	1990.733	1989.117	1990.069	2236	0	200
2023.04.26	23:00:00	1990.071	1991.911	1989.891	1991.647	1757	0	200
2023.04.27	00:00:00	1991.617	1992.199	1989.782	1991.510	3393	0	200
2023.04.27	01:00:00	1991.506	1995.063	1989.513	1992.652	4371	0	200
2023.04.27	02:00:00	1992.635	1998.965	1992.090	1998.680	4665	0	200
2023.04.27	03:00:00	1998.678	2000.683	1998.395	1999.791	3768	0	200
2023.04.27	04:00:00	1999.821	2000.566	1997.773	1999.623	2974	0	200
2023.04.27	05:00:00	1999.591	2002.652	1997.663	1998.989	4387	0	200
2023.04.27	06:00:00	1999.021	2003.142	1997.269	2002.008	5117	0	200
2023.04.27	07:00:00	2001.978	2003.178	1998.327	1999.374	4739	0	200
2023.04.27	08:00:00	1999.406	1999.901	1997.592	1998.145	4150	0	200
2023.04.27	09:00:00	1998.177	1999.871	1996.839	1996.941	3675	0	200
2023.04.27	10:00:00	1996.910	2001.065	1995.900	2000.605	3744	0	200
2023.04.27	11:00:00	2000.604	2001.176	1996.130	1996.844	3860	0	200
2023.04.27	12:00:00	1996.876	2003.246	1981.761	1985.841	16296	0	200
2023.04.27	13:00:00	1985.796	1988.810	1974.016	1981.853	16739	0	200
2023.04.27	14:00:00	1981.892	1986.381	1978.768	1983.354	11171	0	200
2023.04.27	15:00:00	1983.322	1985.870	1981.931	1982.223	6046	0	200
2023.04.27	16:00:00	1982.254	1984.505	1981.149	1984.254	4374	0	200
2023.04.27	17:00:00	1984.286	1991.016	1983.573	1989.104	5023	0	200
2023.04.27	18:00:00	1989.137	1989.687	1987.034	1989.010	3567	0	200
2023.04.27	19:00:00	1989.037	1989.852	1986.857	1988.097	3459	0	200
2023.04.27	20:00:00	1988.127	1988.571	1987.422	1987.675	2206	0	200
2023.04.27	22:00:00	1987.601	1988.014	1986.495	1986.752	1316	0	200
2023.04.27	23:00:00	1986.755	1987.673	1986.298	1986.914	2192	0	200
2023.04.28	00:00:00	1986.879	1987.441	1985.558	1985.874	2895	0	200
2023.04.28	01:00:00	1985.841	1991.396	1984.863	1990.452	6404	0	200
2023.04.28	02:00:00	1990.484	1990.691	1988.441	1990.525	2259	0	200
2023.04.28	03:00:00	1990.523	1991.075	1987.243	1988.894	5019	0	200
2023.04.28	04:00:00	1988.877	1990.372	1986.193	1987.353	5825	0	200
2023.04.28	05:00:00	1987.341	1989.616	1983.414	1984.728	5046	0	200
2023.04.28	06:00:00	1984.696	1987.085	1983.294	1985.809	6472	0	200
2023.04.28	07:00:00	1985.839	1986.182	1981.561	1982.316	5967	0	200
2023.04.28	08:00:00	1982.411	1983.677	1979.664	1983.426	5035	0	200
2023.04.28	09:00:00	1983.437	1983.735	1981.816	1982.973	3940	0	200
2023.04.28	10:00:00	1982.955	1984.457	1982.485	1983.317	3631	0	200
2023.04.28	11:00:00	1983.328	1984.795	1982.001	1983.233	4160	0	200
2023.04.28	12:00:00	1983.266	1987.455	1976.103	1984.187	12725	0	200
2023.04.28	13:00:00	1984.219	1990.050	1982.278	1986.692	10791	0	200
2023.04.28	14:00:00	1986.612	1993.654	1982.042	1992.361	11583	0	200
2023.04.28	15:00:00	1992.351	1994.994	1987.766	1991.693	8716	0	200
2023.04.28	16:00:00	1991.726	1994.030	1989.081	1991.474	4995	0	200
2023.04.28	17:00:00	1991.509	1992.788	1988.894	1990.623	4245	0	200
2023.04.28	18:00:00	1990.660	1991.159	1988.651	1988.880	3557	0	200
2023.04.28	19:00:00	1988.912	1989.653	1987.436	1989.142	4157	0	200
2023.04.28	20:00:00	1989.175	1989.833	1987.911	1989.376	2298	0	200
2023.04.30	22:00:00	1989.602	1991.877	1988.478	1989.150	2403	0	200
2023.04.30	23:00:00	1989.187	1989.219	1986.620	1986.895	2229	0	200
2023.05.01	00:00:00	1986.927	1987.387	1983.695	1983.892	3864	0	200
2023.05.01	01:00:00	1983.921	1984.979	1981.010	1981.921	3344	0	200
2023.05.01	02:00:00	1981.891	1983.722	1981.576	1982.614	3013	0	200
2023.05.01	03:00:00	1982.621	1983.356	1980.451	1983.303	2732	0	200
2023.05.01	04:00:00	1983.336	1986.228	1982.495	1984.135	3567	0	200
2023.05.01	05:00:00	1984.140	1984.140	1979.814	1982.022	3648	0	200
2023.05.01	06:00:00	1981.987	1981.987	1979.457	1979.835	3523	0	200
2023.05.01	07:00:00	1979.838	1981.282	1978.958	1980.894	3916	0	200
2023.05.01	08:00:00	1980.868	1981.254	1977.136	1977.339	3542	0	200
2023.05.01	09:00:00	1977.315	1985.182	1977.054	1984.605	3970	0	200
2023.05.01	10:00:00	1984.615	1988.761	1984.522	1988.520	3564	0	200
2023.05.01	11:00:00	1988.552	1989.936	1986.897	1988.945	4357	0	200
2023.05.01	12:00:00	1988.947	2005.276	1988.240	2003.958	12430	0	200
2023.05.01	13:00:00	2003.929	2005.933	1997.139	1997.210	10745	0	200
2023.05.01	14:00:00	1997.179	1997.179	1982.977	1984.246	17960	0	200
2023.05.01	15:00:00	1984.229	1985.166	1980.475	1982.917	8869	0	200
2023.05.01	16:00:00	1982.884	1984.019	1979.848	1981.603	5282	0	200
2023.05.01	17:00:00	1981.600	1983.926	1979.891	1982.153	4785	0	200
2023.05.01	18:00:00	1982.147	1983.285	1980.557	1980.740	3805	0	200
2023.05.01	19:00:00	1980.774	1981.619	1979.325	1979.719	4153	0	200
2023.05.01	20:00:00	1979.751	1982.597	1979.600	1982.407	2379	0	200
2023.05.01	22:00:00	1982.150	1983.259	1981.187	1982.665	1457	0	200
2023.05.01	23:00:00	1982.674	1982.860	1980.767	1981.373	1774	0	200
2023.05.02	00:00:00	1981.385	1983.628	1981.328	1982.133	3070	0	200
2023.05.02	01:00:00	1982.137	1985.190	1981.932	1983.160	3863	0	200
2023.05.02	02:00:00	1983.161	1983.267	1981.305	1982.733	3146	0	200
2023.05.02	03:00:00	1982.694	1982.855	1981.432	1982.109	2808	0	200
2023.05.02	04:00:00	1982.073	1982.955	1981.365	1982.197	3416	0	200
2023.05.02	05:00:00	1982.194	1984.248	1981.287	1982.752	2930	0	200
2023.05.02	06:00:00	1982.716	1985.667	1982.229	1984.684	4198	0	200
2023.05.02	07:00:00	1984.669	1985.690	1980.390	1981.330	4590	0	200
2023.05.02	08:00:00	1981.342	1982.255	1978.455	1981.310	4524	0	200
2023.05.02	09:00:00	1981.280	1986.339	1980.599	1984.103	4061	0	200
2023.05.02	10:00:00	1984.097	1988.421	1983.283	1988.255	3831	0	200
2023.05.02	11:00:00	1988.236	1990.150	1985.801	1986.348	4352	0	200
2023.05.02	12:00:00	1986.314	1987.842	1985.164	1985.620	5249	0	200
2023.05.02	13:00:00	1985.590	1989.487	1984.415	1987.000	8441	0	200
2023.05.02	14:00:00	1987.034	2012.964	1987.034	2008.360	23078	0	200
2023.05.02	15:00:00	2008.396	2015.465	2006.706	2014.322	11419	0	200
2023.05.02	16:00:00	2014.353	2019.310	2013.518	2015.080	9239	0	200
2023.05.02	17:00:00	2015.085	2016.952	2011.160	2012.232	5546	0	200
2023.05.02	18:00:00	2012.264	2015.622	2011.267	2014.306	4692	0	200
2023.05.02	19:00:00	2014.280	2018.358	2014.278	2018.199	4658	0	200
2023.05.02	20:00:00	2018.232	2018.232	2015.846	2016.373	2271	0	200
2023.05.02	22:00:00	2015.969	2016.453	2015.489	2015.670	1497	0	200
2023.05.02	23:00:00	2015.653	2016.392	2015.573	2015.905	1250	0	200
2023.05.03	00:00:00	2015.916	2016.929	2014.166	2016.298	2599	0	200
2023.05.03	01:00:00	2016.305	2017.807	2015.754	2016.805	2845	0	200
2023.05.03	02:00:00	2016.804	2018.719	2016.522	2017.155	2417	0	200
2023.05.03	03:00:00	2017.150	2018.633	2016.995	2018.427	1807	0	200
